rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
1102,"Qatsrin, Israel",44,150,187,136,-,-,-,-,-,-,-,25,33,,
1103,"Kara Balta, Kyrgyzstan",44,98,-,42,-,6,22,19,19,32,61,132,91,42.8023631,73.8526559
1104,"Naryn, Kyrgyzstan",44,-,44,43,22,16,12,13,19,25,39,119,175,41.36706575,75.99318378659194
1105,"Antananarivo, Madagascar",44,35,31,37,36,46,49,38,33,40,89,66,33,-18.9100122,47.5255809
1106,"Leon De Los Aldama, Mexico",44,62,62,59,52,53,51,35,29,33,29,33,30,21.121965,-101.6829766
1107,"Tecozautla, Mexico",44,48,50,52,53,42,43,60,31,35,35,36,39,20.5396985,-99.6526085293211
1108,"Dzuunmod, Mongolia",44,69,85,59,29,21,16,14,14,18,44,86,67,47.7057708,106.9434341
1109,"Ondorhaan, Mongolia",44,99,132,41,22,12,10,14,8,13,17,71,84,47.3256114,110.6649133
1110,"Santa Gertrudes, Brazil",44,22,24,33,36,59,53,63,69,74,23,36,35,-22.4590897,-47.532034
1111,"Puchuncavi, Chile",44,45,62,37,41,46,44,39,39,42,46,43,46,-32.7259856,-71.4150065
1112,"Dingzhou, China",44,126,165,176,-,-,-,-,-,-,-,29,27,38.5112175,114.9970044
1113,"Dongguan, China",44,47,51,57,46,42,31,29,31,31,40,64,54,23.0205969,113.7457788
1114,"Huangyan, China",44,58,52,51,53,42,42,25,28,27,37,55,54,28.65319,121.2576325
1115,"Nagqu, China",44,60,69,44,56,47,43,39,37,43,43,35,13,32.663572,88.931464
1116,"Ningde, China",44,58,56,54,54,42,36,27,31,29,35,50,50,26.6695006,119.5432715
1117,"Renqiu, China",44,122,131,183,-,-,-,-,-,-,-,36,51,38.7063767,116.1062203
1118,"Yong'an, China",44,104,67,48,50,33,26,25,29,25,32,41,53,25.9441979,117.3599501
1119,"San Salvador, El Salvador",44,41,39,86,70,66,43,48,41,32,29,13,14,13.6989939,-89.1914249
1120,"Rustavi, Georgia",44,113,44,46,34,36,31,33,36,24,36,50,43,41.54309,45.0112804
1121,"Mayfair, United States",44,28,37,25,38,37,41,50,52,58,69,54,41,35.3363483,-118.9142653
1122,"Socorro, United States",44,40,41,40,55,49,48,44,42,41,43,37,43,34.0572858,-106.8930799
1123,"Lansdowne, India",43,57,53,40,49,48,31,19,30,30,50,46,65,29.8378415,78.681756
1124,"Pekanbaru, Indonesia",43,34,27,36,33,36,38,42,53,78,82,33,26,0.5262455,101.4515727
1125,"Fardis, Iran",43,159,55,37,23,68,53,-,-,-,-,68,54,35.786678,51.0025585
1126,"Qiryat Malakhi, Israel",43,34,31,45,43,59,45,39,35,48,42,51,47,31.7316015,34.7446145
1127,"Gjilan, Kosovo",43,86,77,42,36,27,27,31,30,27,23,41,69,42.463515,21.4693599
1128,"Pristina, Kosovo",43,84,71,38,30,25,23,24,27,28,39,47,80,42.6638771,21.1640849
1129,"Mossel Bay, South Africa",43,113,103,244,50,0,0,0,0,0,0,0,10,-34.1832022,22.1536248
1130,"Chechon, South Korea",43,52,52,61,64,44,38,29,29,28,32,36,45,,
1131,"Daegu, South Korea",43,48,50,62,66,45,40,32,28,28,34,37,45,35.8713,128.6018
1132,"Mokpo, South Korea",43,51,46,55,69,42,36,29,32,34,38,37,43,34.7903335,126.3847547
1133,"Naju, South Korea",43,52,47,59,66,43,39,29,33,32,36,37,42,35.0158859,126.7108313
1134,"Yuanchang, Taiwan",43,51,55,54,57,44,27,23,25,31,47,53,45,23.6474511,120.3133345
1135,"Bueng Kan, Thailand",43,62,85,104,87,49,19,12,19,-,21,28,35,18.2329562,103.8267114
1136,"Prachuap Khiri Khan, Thailand",43,-,85,54,58,56,21,28,32,33,46,53,46,11.8057688,99.7967271
1137,"Samut Prakan, Thailand",43,51,56,44,55,35,24,29,31,28,41,60,61,13.6531651,100.8182578
1138,"Edirne, Turkey",43,42,42,31,33,34,39,43,39,40,65,49,55,41.6759327,26.5587225
1139,"Golcuk, Turkey",43,48,40,35,36,34,38,54,49,46,47,42,48,40.7169247,29.819588
1140,"Izmir, Turkey",43,83,44,29,27,28,33,39,40,41,42,46,61,38.4237433,27.1428019
1141,"Kirklareli, Turkey",43,40,39,35,81,30,30,42,40,44,48,44,45,41.7078046,27.6051334
1142,"Pazar, Turkey",43,81,41,36,24,23,24,26,32,34,53,67,77,41.1802584,40.8868482
1143,"Tokat, Turkey",43,101,40,31,27,27,26,27,35,31,42,52,81,40.38658275,36.656546010111526
1144,"Rangoon, Burma",43,89,94,86,69,32,12,6,13,12,16,37,49,16.7967129,96.1609916
1145,"Heyuan, China",43,54,47,54,44,43,29,32,35,31,39,58,44,23.746777,114.6954482
1146,"Sanming, China",43,48,46,56,47,43,38,30,32,36,36,51,49,26.3355765,117.442474
1147,"Shantou, China",43,47,53,51,49,45,28,26,32,32,43,54,51,23.3563921,116.6775856
1148,"Bucaramanga, Colombia",43,46,44,57,36,29,27,31,30,43,26,64,77,7.1255169,-73.1182624
1149,"Boskovice, Czechia",43,-,195,95,68,32,12,4,8,5,12,44,37,49.4877983,16.66016
1150,"Libertad, Argentina",42,40,53,48,44,56,60,37,42,23,30,39,28,-34.7003704,-58.6834869
1151,"Doboj, Bosnia And Herzegovina",42,94,94,43,29,21,24,30,33,25,23,27,56,44.7313612,18.0847183
1152,"Yellowknife, Canada",42,9,10,11,18,24,34,84,122,155,21,10,8,62.4540807,-114.377385
1153,"Chuxiong, China",42,49,57,61,69,46,35,26,31,33,27,35,30,25.4320355,101.7047854
1154,"Lishui, China",42,55,51,51,49,40,32,24,27,27,39,57,52,28.4704064,119.9184297
1155,"Maoming, China",42,54,48,51,41,33,26,27,27,28,40,64,60,21.6656961,110.9209511
1156,"Taiping, China",42,100,60,39,47,23,25,24,25,21,24,44,68,30.2841703,118.1299559
1157,"Xiamen, China",42,46,54,56,51,43,28,24,32,28,39,51,48,24.4801069,118.0853479
1158,"Yakeshi, China",42,42,45,48,61,54,38,42,34,33,34,29,40,49.321229,121.278069
1159,"Yangjiang, China",42,46,51,50,46,37,27,25,26,26,43,67,59,22.0958223,111.7831393
1160,"Yunfu, China",42,49,52,53,45,40,33,27,29,30,36,65,47,22.9173703,112.0396246
1161,"Zhanjiang, China",42,60,46,51,42,35,28,27,27,28,38,63,56,21.2737079,110.3548318
1162,"Zhongshan, China",42,48,48,50,41,39,28,25,26,28,42,62,61,22.5196895,113.3870834
1163,"Zhuhai, China",42,50,47,50,45,42,27,25,26,28,40,62,62,22.273734,113.5721327
1164,"Bandar Abbas, Iran",42,46,-,51,41,59,105,106,-,-,-,36,59,27.1793466,56.2781423
1165,"Golmeh, Iran",42,59,113,-,39,70,67,50,-,-,-,58,52,,
1166,"Shahrud, Iran",42,36,31,28,83,32,47,57,38,35,30,40,44,36.4195026,54.9649915
1167,"Al Quds, Israel",42,32,32,43,41,52,41,41,38,52,45,52,39,32.5265534483531,35.157035272756694
1168,"Zejtun, Malta",42,35,45,34,36,40,38,44,40,48,46,69,32,35.8537008,14.5315311
1169,"Aguascalientes, Mexico",42,53,57,49,46,44,46,32,31,40,38,43,23,21.880487,-102.2967195
1170,"Guadalajara, Mexico",42,55,60,51,58,55,53,23,28,40,36,30,15,20.6720375,-103.338396
1171,"San Pablo De Las Salinas, Mexico",42,82,73,64,59,50,59,35,32,43,-,4,5,19.67091,-99.0857988
1172,"Choybalsan, Mongolia",42,64,65,34,38,24,19,25,21,25,49,79,62,48.0688183,114.5241352
1173,"Lagos, Nigeria",42,50,17,13,19,21,20,18,15,16,8,142,160,6.4550575,3.3941795
1174,"Kety, Poland",42,47,56,56,38,31,34,29,27,29,31,42,78,49.8817723,19.2302036
1175,"Centurion, South Africa",42,27,22,29,42,44,68,59,37,51,64,32,29,-25.836389,28.180278
1176,"Bakjagol, South Korea",42,51,51,62,64,41,38,29,29,28,33,38,43,,
1177,"Dongducheon, South Korea",42,51,52,67,61,42,37,32,25,25,33,37,41,37.9030856,127.0605175
1178,"Mungyong, South Korea",42,44,50,61,71,43,40,29,27,28,32,36,40,,
1179,"Pocheon, South Korea",42,52,54,64,57,44,38,34,27,26,31,37,41,37.8948267,127.2007295
1180,"Samch'ok, South Korea",42,39,43,60,75,47,40,38,29,25,32,33,37,,
1181,"Ulchin, South Korea",42,38,40,59,70,48,43,35,30,31,36,37,38,,
1182,"Ulsan, South Korea",42,44,44,60,65,45,40,35,29,29,35,35,39,35.5391697,129.3119136
1183,"Magong, Taiwan",42,46,46,47,53,45,29,28,34,35,53,50,41,23.5663766,119.5784885
1184,"Pozi, Taiwan",42,51,58,51,55,43,26,22,24,30,47,51,46,24.2742352,120.7477671
1185,"Taibao, Taiwan",42,52,57,51,56,44,24,21,23,28,47,53,44,23.459647,120.332876
1186,"Kamphaeng Phet, Thailand",42,60,80,83,87,36,12,9,16,-,19,44,52,16.4183581,99.6111616
1187,"Phichit, Thailand",42,28,52,68,75,41,16,20,32,-,27,72,74,16.4428085,100.3438228
1188,"Amasya, Turkey",42,81,39,39,28,27,26,27,31,32,46,52,71,40.6569451,35.7727169
1189,"Kayseri, Turkey",42,80,53,38,24,26,22,24,35,32,44,57,66,38.7219011,35.4873214
1190,"Kasese, Uganda",42,83,127,56,21,19,39,54,-,-,-,48,52,0.1310412,30.00479684525631
1191,"Andong, South Korea",41,46,43,57,68,42,38,30,29,28,31,35,39,36.5634886,128.7260798
1192,"Gwangju, South Korea",41,50,48,61,65,42,38,27,29,29,34,34,38,35.1594647,126.8515034
1193,"Jeju, South Korea",41,46,40,61,69,45,36,24,30,32,37,36,39,33.3939924,126.5626653
1194,"Seogwipo, South Korea",41,43,37,55,62,45,38,29,28,34,39,37,40,33.252845,126.5610278
1195,"Sokcho, South Korea",41,37,42,56,67,50,40,36,28,28,34,34,37,38.2069574,128.5913424
1196,"Yeosu, South Korea",41,49,42,54,64,47,37,27,29,31,36,33,40,34.7546257,127.659859
1197,"Changhua, Taiwan",41,47,50,52,56,44,28,26,28,34,45,47,39,24.0755667,120.5444667
1198,"Ban Aranyik, Thailand",41,19,20,89,96,37,17,20,36,-,33,65,55,14.4981654,100.6707716
1199,"Ban Bang Kaeo, Thailand",41,60,82,67,56,38,21,22,25,26,34,35,28,16.8236333,100.1319674
1200,"Chum Phae, Thailand",41,57,59,75,58,34,19,16,25,-,40,54,56,16.5400365,102.102223
1201,"Kanchanaburi, Thailand",41,61,59,76,76,31,16,13,16,27,30,44,48,14.44019,99.2676727
1202,"Kranuan, Thailand",41,54,81,86,64,40,14,11,20,12,26,42,39,16.7072988,103.0814316
1203,"Aliaga, Turkey",41,51,25,27,24,32,49,41,44,41,47,48,59,38.8017371,26.9734041
1204,"Corlu, Turkey",41,58,51,38,29,33,36,41,42,37,40,40,44,41.1590875,27.8041066
1205,"Kocaeli, Turkey",41,45,44,38,36,32,34,35,37,35,52,42,63,40.7653892,29.9407361
1206,"Tarsus, Turkey",41,62,60,38,25,34,37,42,34,29,44,36,47,36.9164834,34.895149
1207,"Corcoran, United States",41,21,25,12,30,34,39,48,49,62,68,57,43,36.0981045,-119.5603728
1208,"Concepcion, Chile",41,34,92,27,27,57,54,54,44,28,32,18,22,-36.8270698,-73.0502064
1209,"Copiapo, Chile",41,31,40,30,31,46,60,47,50,51,42,27,31,-27.3664685,-70.3322753
1210,"Anguo, China",41,121,135,173,-,-,-,-,-,-,-,34,34,38.4277476,115.3303798
1211,"Coloane, China",41,49,47,50,46,40,24,24,25,26,40,59,59,22.1239663,113.5622645
1212,"Tacheng, China",41,39,42,36,44,40,40,37,41,50,28,39,57,46.7907169,83.2079658
1213,"Miles City, United States",41,26,29,31,34,55,37,63,62,57,34,32,31,46.4085273,-105.840981
1214,"Elefsina, Greece",41,37,43,35,33,43,39,53,39,41,52,34,41,38.047608,23.5348663
1215,"Jammu, India",41,40,34,29,37,35,34,26,32,31,42,61,95,32.7185614,74.8580917
1216,"Pathankot, India",41,44,37,31,40,38,38,29,35,35,47,53,68,32.3021899,75.65894063717977
1217,"Punganuru, India",41,44,55,46,26,14,13,19,32,21,60,56,100,13.36385,78.5721781
1218,"Palangkaraya, Indonesia",41,11,9,7,11,17,16,18,35,122,196,35,19,-2.2072919,113.9164372
1219,"Robat Karim, Iran",41,37,30,65,88,51,45,27,27,29,13,43,35,35.4805558,51.0781568
1220,"Qiryat Bialik, Israel",41,35,36,42,42,55,40,38,34,44,36,46,39,32.8285812,35.0844915
1221,"Peje, Kosovo",41,61,44,39,33,29,27,27,22,28,24,32,126,42.6593986,20.2885757
1222,"Ilinden, Macedonia",41,53,61,37,30,27,29,31,33,36,34,37,82,41.993768,21.5775059
1223,"Saltillo, Mexico",41,-,-,53,42,53,71,54,41,39,41,40,58,25.4230425,-100.9927509
1224,"Bengkulu, Indonesia",40,21,31,35,29,49,51,43,54,42,48,37,41,-3.5186763,102.5359834
1225,"Borazjan, Iran",40,68,79,62,44,34,-,-,-,-,84,65,39,29.2661428,51.2120597
1226,"Khorramshahr, Iran",40,-,-,-,-,174,-,-,-,-,112,99,98,30.4333105,48.1779858
1227,"Saqqez, Iran",40,49,44,47,42,51,63,33,38,38,32,24,22,36.2427456,46.2705227
1228,"Saveh, Iran",40,34,23,19,28,34,35,95,83,39,30,31,32,35.0196331,50.3652364
1229,"Semnan, Iran",40,35,32,28,30,32,47,63,37,38,30,64,48,35.3843145,54.6209302
1230,"Kara Suu, Kyrgyzstan",40,94,40,0,-,-,-,-,-,-,-,114,237,40.7079547,72.8801867
1231,"Xam Nua, Laos",40,-,-,-,205,48,17,14,15,30,37,59,51,20.4151514,104.047364
1232,"Ta Xbiex, Malta",40,43,42,30,32,36,39,58,49,42,39,28,36,35.8991087,14.4948986
1233,"Cuernavaca, Mexico",40,40,45,25,48,55,42,35,34,42,36,34,39,18.93313205,-99.25995794657074
1234,"Tepic, Mexico",40,53,56,60,60,60,48,19,23,23,25,30,21,21.5119156,-104.8915889
1235,"Bazhou, China",40,111,123,184,-,-,-,-,-,-,-,24,36,31.8157311,106.8749986
1236,"Hejian, China",40,124,118,160,-,-,-,-,-,-,-,39,34,38.4425293,116.0901457
1237,"Huizhou, China",40,52,47,52,41,39,26,27,30,27,37,59,48,23.1125153,114.4127007
1238,"Lhasa, China",40,44,50,41,50,48,46,35,31,33,33,31,32,29.6542054,91.1173015
1239,"Shenzhou, China",40,144,126,166,-,-,-,-,-,-,-,20,20,37.9526283,115.62672370985655
1240,"Zhoushan, China",40,58,38,44,56,40,29,26,22,26,30,45,60,29.9873344,122.2030363
1241,"Stary Sacz, Poland",40,39,46,51,37,30,34,33,35,34,32,40,65,49.5640376,20.6366038
1242,"Negotin, Serbia",40,68,38,43,42,23,15,13,12,12,25,72,111,44.2271199,22.5308921
1243,"Busan, South Korea",40,44,41,58,63,43,36,29,28,27,34,33,39,35.1799528,129.0752365
1244,"Chuncheon, South Korea",40,47,50,61,55,45,37,32,25,25,29,35,40,37.8810569,127.7297641
1245,"Gwangyang, South Korea",40,46,41,58,64,46,38,32,29,29,34,32,36,34.9406452,127.6959512
1246,"Masan, South Korea",40,43,44,55,62,44,36,28,29,29,33,34,40,35.2363635,128.576728
1247,"Kandy, Sri Lanka",40,61,48,59,59,45,35,27,36,22,32,29,32,7.2931208,80.6350358
1248,"Ershui, Taiwan",40,47,47,49,52,44,25,23,24,32,45,48,39,23.8065,120.6188833
1249,"Nangan, Taiwan",40,44,21,44,58,43,35,25,37,33,43,49,44,26.1530833,119.9386274
1250,"Zhongli, Taiwan",40,45,46,47,52,42,30,28,31,30,42,47,42,24.9653531,121.224926
1251,"Ban Map Ta Phut, Thailand",40,49,63,59,58,42,28,25,25,23,30,36,41,12.7151636,101.166784
1252,"Kuchinarai, Thailand",40,45,80,90,79,51,25,15,21,-,-,40,34,16.5376796,104.0510643
1253,"Takhli, Thailand",40,95,63,64,91,31,11,9,18,-,21,32,41,15.2615395,100.3497755
1254,"Eregli, Turkey",40,63,58,50,40,27,26,29,31,26,39,39,48,37.5140718,34.0473423
1255,"Erzurum, Turkey",40,48,43,39,28,36,38,36,39,33,36,48,58,39.90632,41.2727715
1256,"Gumushane, Turkey",40,64,15,14,17,51,42,42,42,63,58,36,36,40.2533219,39.384968
1257,"Cam Pha, Vietnam",40,59,43,51,46,36,30,25,32,35,41,51,32,21.004432,107.278029
1258,"Muscatine, United States",39,27,31,34,45,49,60,47,43,37,35,33,28,41.4776121,-91.1210053
1259,"South Valley, United States",39,38,45,38,46,43,42,41,34,30,39,34,38,35.0246399,-106.6771244
1260,"Victorville, United States",39,27,39,31,43,40,44,49,42,40,40,37,34,34.5361067,-117.2911565
1261,"Gorazde, Bosnia And Herzegovina",39,54,66,42,32,29,-,24,24,-,21,58,121,43.6684375,18.9759265
1262,"Luzhang, China",39,50,56,55,61,41,32,25,24,30,27,33,31,25.9809335,98.8162815
1263,"Meizhou, China",39,47,47,55,45,39,26,26,27,28,34,53,43,24.2918414,116.1171428
1264,"Shenzhen, China",39,45,44,51,43,40,25,24,26,26,37,56,52,22.5445741,114.0545429
1265,"Famagusta, Cyprus",39,35,30,37,37,44,38,39,37,38,42,48,40,35.1205261,33.9387919
1266,"Petrvald, Czechia",39,45,56,49,46,35,36,35,33,34,30,29,41,49.8310682,18.3898338
1267,"Chalandri, Greece",39,35,33,42,42,33,38,53,42,39,37,32,47,38.0215202,23.7984139
1268,"Hassan, India",39,39,50,48,47,31,28,25,32,34,49,28,52,13.030185249999999,76.17449676658171
1269,"Kolhapur, India",39,51,51,49,39,33,27,16,22,22,43,41,69,16.7028412,74.2405329
1270,"Shimoga, India",39,41,43,39,39,37,35,26,35,34,47,43,53,14.05565025,75.23805528480658
1271,"Bandung, Indonesia",39,24,23,31,28,39,50,33,48,46,69,41,30,-6.9215529,107.6110212
1272,"Yogyakarta, Indonesia",39,26,30,35,31,42,47,40,55,44,46,38,29,-7.9778383999999996,110.36722565020224
1273,"Kermanshah, Iran",39,23,26,25,27,35,54,49,39,52,43,46,52,34.486732,46.80872698861859
1274,"Sanandaj, Iran",39,26,31,29,30,37,49,75,59,50,28,27,22,35.3126047,46.9978639
1275,"Givatayim, Israel",39,46,37,44,41,48,34,28,23,16,34,67,54,32.0729606,34.8113279
1276,"Yehud, Israel",39,35,27,33,35,47,39,38,42,44,43,42,38,32.0331756,34.8907527
1277,"Balykchy, Kyrgyzstan",39,28,47,29,9,23,29,19,23,-,35,112,115,42.456892,76.1960866
1278,"Durango, Mexico",39,29,24,24,34,47,21,21,51,57,62,55,47,24.833333,-104.833333
1279,"San Luis Potosi, Mexico",39,53,45,48,55,43,43,36,27,31,30,27,31,22.5000001,-100.4949145
1280,"Mandalgovi, Mongolia",39,64,83,35,29,14,11,8,8,13,48,57,99,45.7630435,106.2704145
1281,"Niksic, Montenegro",39,49,39,33,25,17,25,32,31,27,27,63,105,42.7739388,18.9488097
1282,"Podgorica, Montenegro",39,85,86,40,16,10,15,17,16,16,19,39,114,42.4415238,19.2621081
1283,"Ch'ungmu, South Korea",39,43,40,54,63,43,37,27,30,29,35,34,37,,
1284,"Chinju, South Korea",39,44,41,52,60,45,38,29,29,28,32,32,37,35.1803459,128.1079953
1285,"Gangneung, South Korea",39,36,38,54,70,45,37,32,26,25,32,32,35,37.7525313,128.8759523
1286,"Kimhae, South Korea",39,44,43,57,60,42,37,30,28,26,32,34,39,35.1800774,128.93640137086572
1287,"Kyongju, South Korea",39,40,41,59,65,42,37,34,28,26,31,32,38,,
1288,"Miryang, South Korea",39,40,41,52,58,41,38,31,28,28,32,35,39,35.503839,128.7466992
1289,"Taebaek, South Korea",39,41,42,55,65,44,38,29,25,25,29,33,38,37.1637943,128.9857176
1290,"Taoyuan District, Taiwan",39,41,42,47,52,43,32,29,32,29,39,44,38,23.1591784,120.7654913
1291,"Bokhtar, Tajikistan",39,137,52,22,18,21,33,48,62,63,14,0,0,37.8357217,68.7820957
1292,"Nang Rong, Thailand",39,40,68,93,79,47,7,9,13,-,66,25,19,14.6335691,102.7934292
1293,"Menderes, Turkey",39,83,41,35,25,35,33,31,37,43,31,40,39,38.2516422,27.1329994
1294,"Unye, Turkey",39,58,39,43,35,26,24,23,29,40,33,56,60,41.1262405,37.2853616
1295,"Gulu, Uganda",39,123,101,38,25,28,26,45,31,-,-,23,25,3.0199023,32.38825103502008
1296,"Mukono, Uganda",39,61,66,39,28,33,43,51,59,-,-,42,43,-0.052324499999999996,32.7262557476065
1297,"Bakersfield, United States",39,27,31,19,30,33,36,44,44,47,49,56,54,35.3738712,-119.019463
1298,"Davenport, United States",39,28,34,35,44,49,65,47,41,38,35,31,26,41.5235808,-90.5770967
1299,"Tautii Magherus, Romania",38,56,64,36,20,25,23,20,31,35,39,48,62,,
1300,"Cacak, Serbia",38,-,68,53,29,18,15,13,14,14,22,67,147,43.8914332,20.3491624
1301,"Changwon, South Korea",38,38,38,54,60,43,38,30,30,28,32,32,36,35.227956,128.6818586
1302,"Suncheon, South Korea",38,42,38,53,59,44,36,28,30,28,32,31,35,34.9505457,127.4872992
1303,"Yangsan, South Korea",38,40,38,55,60,42,37,30,27,26,31,31,36,35.3349979,129.0370582
1304,"Arrecife, Spain",38,30,80,28,38,33,30,31,36,26,40,33,53,28.9639681,-13.5499014
1305,"Yangmei, Taiwan",38,42,42,46,50,41,26,24,28,30,40,44,38,24.9075751,121.1458735
1306,"Kulob, Tajikistan",38,-,-,-,33,38,54,61,-,-,-,165,106,37.9081024,69.7739482
1307,"Ang Thong, Thailand",38,55,66,78,73,33,15,16,14,-,23,39,46,14.6495224,100.3170382
1308,"Ban Phru, Thailand",38,41,35,42,64,37,49,33,45,-,40,37,33,6.9493089,100.4724787
1309,"Khlong Luang, Thailand",38,39,49,46,37,26,22,28,31,27,38,55,55,14.1033948,100.67034586552202
1310,"Phon, Thailand",38,29,41,76,71,66,24,12,19,-,37,47,34,15.8137152,102.6007983
1311,"Phra Pradaeng, Thailand",38,53,59,58,58,33,21,19,23,21,30,37,41,13.6591779,100.5338323
1312,"Tak, Thailand",38,56,110,77,54,30,12,5,12,7,13,35,39,17.1053568,98.9953943
1313,"Cayirova, Turkey",38,46,37,35,31,30,33,42,43,40,39,36,44,40.8105337,29.3473731
1314,"Kars, Turkey",38,51,37,35,25,32,60,30,27,22,34,48,58,40.4558435,42.9979531
1315,"Samsun, Turkey",38,50,28,36,34,45,31,29,31,39,47,40,49,41.2303557,35.9683338
1316,"Yalova, Turkey",38,37,27,29,43,35,42,43,49,43,41,36,31,40.5928976,29.077611679403788
1317,"Harrisville, United States",38,23,34,31,34,40,55,44,75,37,31,22,24,44.656402,-83.294689
1318,"Alerce, Chile",38,13,12,16,36,54,80,75,60,48,26,25,11,-41.3945202,-72.9145346
1319,"Tome, Chile",38,27,70,32,33,55,47,51,39,29,31,22,24,-36.6170801,-72.9575043
1320,"Botou, China",38,128,111,149,-,-,-,-,-,-,-,32,32,38.0764217,116.5696393
1321,"Longyan, China",38,40,43,53,42,39,28,26,30,30,34,49,37,25.0767425,117.0123483
1322,"Luanzhou, China",38,94,107,160,-,-,-,-,-,-,-,41,51,39.7629676,118.6588085
1323,"Nanping, China",38,50,47,50,41,34,29,23,29,30,34,46,37,27.3856975,118.0753196
1324,"Shanwei, China",38,46,47,48,44,37,23,22,27,29,37,52,44,23.0123639,115.5099937
1325,"Sisak, Croatia",38,33,51,42,34,28,28,25,30,28,30,42,82,45.4891806,16.374592
1326,"Larnaca, Cyprus",38,30,29,38,34,41,37,40,39,39,41,46,36,34.9236095,33.6236184
1327,"Jurupa Valley, United States",38,28,33,29,41,33,36,60,42,40,48,36,30,33.9798472,-117.4515754
1328,"Rock Island, United States",38,26,33,32,44,49,53,45,42,38,34,33,27,41.4411786,-90.5766144
1329,"Orchomenos, Greece",38,63,54,39,32,-,33,41,38,32,34,37,56,38.4933208,22.9797069
1330,"Thessaloniki, Greece",38,46,49,34,30,28,30,32,29,36,41,43,62,40.6403167,22.9352716
1331,"Abu, India",38,55,42,35,33,41,34,30,33,27,36,47,45,13.1140244,80.1528611
1332,"Kadiri, India",38,52,59,41,38,34,34,22,33,24,49,28,39,14.1082305,78.161069
1333,"Srinagar, India",38,21,29,35,36,52,37,35,33,37,35,55,51,34.0747444,74.8204443
1334,"Donegal, Ireland",38,133,128,22,25,22,24,15,16,16,14,18,17,54.6537924,-8.1102616
1335,"Akko, Israel",38,35,32,37,40,46,36,34,33,35,41,43,38,32.9281731,35.0756378
1336,"Qiryat Gat, Israel",38,30,28,38,38,49,39,37,32,43,38,41,38,31.6093998,34.7711983
1337,"Karakol, Kyrgyzstan",38,59,81,51,24,17,25,8,11,18,28,62,68,42.4916808,78.3901729
1338,"Pachuca, Mexico",38,50,50,48,44,44,43,28,32,32,37,31,14,20.1165413,-98.7413535
1339,"Tepotzotlan, Mexico",38,59,62,55,57,43,39,35,36,39,-,13,16,19.7187644,-99.30693310548483
1340,"Klodzko, Poland",38,41,55,50,40,32,29,28,28,29,33,32,54,50.43371175,16.642246491692106
1341,"Madanapalle, India",37,40,47,38,26,20,19,17,27,19,49,63,79,13.5557979,78.500872
1342,"Mandya, India",37,42,49,43,40,33,31,29,35,27,45,23,42,12.6368939,76.72754771427819
1343,"Mysore, India",37,36,42,38,41,35,33,32,39,31,44,25,47,12.3051828,76.6553609
1344,"Makassar, Indonesia",37,29,23,23,26,37,40,36,41,51,64,45,30,-5.1342962,119.4124282
1345,"Kerman, Iran",37,30,34,21,27,31,31,51,39,47,52,33,42,29.571858,57.301047
1346,"Zanjan, Iran",37,35,29,34,46,39,40,24,48,41,36,30,39,36.515854,48.4777616
1347,"Qiryat Mozqin, Israel",37,35,32,37,34,47,40,36,32,36,40,43,36,,
1348,"Turin, Italy",37,41,38,60,37,27,33,33,32,28,28,32,51,45.0677551,7.6824892
1349,"Prizren, Kosovo",37,47,37,32,29,25,26,32,32,29,23,27,110,42.2130151,20.7363339
1350,"Shtime, Kosovo",37,59,59,40,33,27,27,31,29,25,30,32,52,42.4341803,21.0363448
1351,"Gharb, Malta",37,33,34,35,39,40,39,39,39,40,44,32,29,36.0598182,14.209081
1352,"Ocatlan, Mexico",37,38,59,63,52,67,55,18,19,17,21,17,13,19.694743535579615,-96.86333844533958
1353,"Dalanzadgad, Mongolia",37,61,7,27,42,19,14,13,18,31,59,30,124,43.5717042,104.4259502
1354,"Ilorin, Nigeria",37,84,4,31,-,-,-,-,-,-,-,157,167,8.4963657,4.5480484
1355,"Rio Claro, Brazil",37,19,24,29,30,49,46,47,56,49,35,35,30,-22.4100108,-47.5603933
